date,team,awayTeam
08/10/2022,Newcastle,Brentford
08/10/2022,Brighton,Spurs
08/10/2022,Leicester,Bournemouth
08/10/2022,Wolves,Chelsea
08/10/2022,Southampton,Man City
08/10/2022,Brentford,Newcastle
08/10/2022,Spurs,Brighton
09/10/2022,Crystal Palace,Leeds
09/10/2022,West Ham,Fulham
09/10/2022,Arsenal,Liverpool
09/10/2022,Everton,Man Utd
09/10/2022,Leeds,Crystal Palace
09/10/2022,Fulham,West Ham
09/10/2022,Liverpool,Arsenal
09/10/2022,Man Utd,Everton
10/10/2022,Nott'm Forest,Aston Villa
10/10/2022,Aston Villa,Nott'm Forest
14/10/2022,Brentford,Brighton
14/10/2022,Brighton,Brentford
15/10/2022,Leicester,Crystal Palace
15/10/2022,Fulham,Bournemouth
15/10/2022,Wolves,Nott'm Forest
15/10/2022,Spurs,Everton
15/10/2022,Crystal Palace,Leicester
15/10/2022,Bournemouth,Fulham
15/10/2022,Nott'm Forest,Wolves
15/10/2022,Everton,Spurs
16/10/2022,Aston Villa,Chelsea
16/10/2022,Leeds,Arsenal
16/10/2022,Man Utd,Newcastle
16/10/2022,Southampton,West Ham
16/10/2022,Liverpool,Man City
16/10/2022,Chelsea,Aston Villa
16/10/2022,Arsenal,Leeds
16/10/2022,Newcastle,Man Utd
16/10/2022,West Ham,Southampton
16/10/2022,Man City,Liverpool
18/10/2022,Brighton,Nott'm Forest
18/10/2022,Crystal Palace,Wolves
18/10/2022,Nott'm Forest,Brighton
18/10/2022,Wolves,Crystal Palace
19/10/2022,Bournemouth,Southampton
19/10/2022,Brentford,Chelsea
19/10/2022,Liverpool,West Ham
19/10/2022,Newcastle,Everton
19/10/2022,Man Utd,Spurs
19/10/2022,Southampton,Bournemouth
19/10/2022,Chelsea,Brentford
19/10/2022,West Ham,Liverpool
19/10/2022,Everton,Newcastle
19/10/2022,Spurs,Man Utd
20/10/2022,Fulham,Aston Villa
20/10/2022,Leicester,Leeds
20/10/2022,Aston Villa,Fulham
20/10/2022,Leeds,Leicester
22/10/2022,Nott'm Forest,Liverpool
22/10/2022,Everton,Crystal Palace
22/10/2022,Man City,Brighton
22/10/2022,Chelsea,Man Utd
22/10/2022,Liverpool,Nott'm Forest
22/10/2022,Crystal Palace,Everton
22/10/2022,Brighton,Man City
22/10/2022,Man Utd,Chelsea
23/10/2022,Aston Villa,Brentford
23/10/2022,Leeds,Fulham
23/10/2022,Southampton,Arsenal
23/10/2022,Wolves,Leicester
23/10/2022,Spurs,Newcastle
23/10/2022,Brentford,Aston Villa
23/10/2022,Fulham,Leeds
23/10/2022,Arsenal,Southampton
23/10/2022,Leicester,Wolves
23/10/2022,Newcastle,Spurs
24/10/2022,West Ham,Bournemouth
24/10/2022,Bournemouth,West Ham
29/10/2022,Leicester,Man City
29/10/2022,Bournemouth,Spurs
29/10/2022,Brentford,Wolves
29/10/2022,Brighton,Chelsea
29/10/2022,Crystal Palace,Southampton
29/10/2022,Newcastle,Aston Villa
29/10/2022,Fulham,Everton
29/10/2022,Liverpool,Leeds
29/10/2022,Man City,Leicester
29/10/2022,Spurs,Bournemouth
29/10/2022,Wolves,Brentford
29/10/2022,Chelsea,Brighton
29/10/2022,Southampton,Crystal Palace
29/10/2022,Aston Villa,Newcastle
29/10/2022,Everton,Fulham
29/10/2022,Leeds,Liverpool
30/10/2022,Arsenal,Nott'm Forest
30/10/2022,Man Utd,West Ham
30/10/2022,Nott'm Forest,Arsenal
30/10/2022,West Ham,Man Utd
05/11/2022,Leeds,Bournemouth
05/11/2022,Man City,Fulham
05/11/2022,Nott'm Forest,Brentford
05/11/2022,Wolves,Brighton
05/11/2022,Everton,Leicester
05/11/2022,Bournemouth,Leeds
05/11/2022,Fulham,Man City
05/11/2022,Brentford,Nott'm Forest
05/11/2022,Brighton,Wolves
05/11/2022,Leicester,Everton
06/11/2022,Chelsea,Arsenal
06/11/2022,Aston Villa,Man Utd
06/11/2022,Southampton,Newcastle
06/11/2022,West Ham,Crystal Palace
06/11/2022,Spurs,Liverpool
06/11/2022,Arsenal,Chelsea
06/11/2022,Man Utd,Aston Villa
06/11/2022,Newcastle,Southampton
06/11/2022,Crystal Palace,West Ham
06/11/2022,Liverpool,Spurs
12/11/2022,Man City,Brentford
12/11/2022,Bournemouth,Everton
12/11/2022,Liverpool,Southampton
12/11/2022,Nott'm Forest,Crystal Palace
12/11/2022,Spurs,Leeds
12/11/2022,West Ham,Leicester
12/11/2022,Newcastle,Chelsea
12/11/2022,Wolves,Arsenal
12/11/2022,Brentford,Man City
12/11/2022,Everton,Bournemouth
12/11/2022,Southampton,Liverpool
12/11/2022,Crystal Palace,Nott'm Forest
12/11/2022,Leeds,Spurs
12/11/2022,Leicester,West Ham
12/11/2022,Chelsea,Newcastle
12/11/2022,Arsenal,Wolves
13/11/2022,Brighton,Aston Villa
13/11/2022,Fulham,Man Utd
13/11/2022,Aston Villa,Brighton
13/11/2022,Man Utd,Fulham
26/12/2022,Brentford,Spurs
26/12/2022,Crystal Palace,Fulham
26/12/2022,Everton,Wolves
26/12/2022,Leicester,Newcastle
26/12/2022,Southampton,Brighton
26/12/2022,Aston Villa,Liverpool
26/12/2022,Arsenal,West Ham
26/12/2022,Spurs,Brentford
26/12/2022,Fulham,Crystal Palace
26/12/2022,Wolves,Everton
26/12/2022,Newcastle,Leicester
26/12/2022,Brighton,Southampton
26/12/2022,Liverpool,Aston Villa
26/12/2022,West Ham,Arsenal
27/12/2022,Chelsea,Bournemouth
27/12/2022,Man Utd,Nott'm Forest
27/12/2022,Bournemouth,Chelsea
27/12/2022,Nott'm Forest,Man Utd
28/12/2022,Leeds,Man City
28/12/2022,Man City,Leeds
30/12/2022,West Ham,Brentford
30/12/2022,Liverpool,Leicester
30/12/2022,Brentford,West Ham
30/12/2022,Leicester,Liverpool
31/12/2022,Wolves,Man Utd
31/12/2022,Bournemouth,Crystal Palace
31/12/2022,Fulham,Southampton
31/12/2022,Man City,Everton
31/12/2022,Newcastle,Leeds
31/12/2022,Brighton,Arsenal
31/12/2022,Man Utd,Wolves
31/12/2022,Crystal Palace,Bournemouth
31/12/2022,Southampton,Fulham
31/12/2022,Everton,Man City
31/12/2022,Leeds,Newcastle
31/12/2022,Arsenal,Brighton
01/01/2023,Spurs,Aston Villa
01/01/2023,Nott'm Forest,Chelsea
01/01/2023,Aston Villa,Spurs
01/01/2023,Chelsea,Nott'm Forest
02/01/2023,Brentford,Liverpool
02/01/2023,Liverpool,Brentford
03/01/2023,Arsenal,Newcastle
03/01/2023,Everton,Brighton
03/01/2023,Leicester,Fulham
03/01/2023,Man Utd,Bournemouth
03/01/2023,Newcastle,Arsenal
03/01/2023,Brighton,Everton
03/01/2023,Fulham,Leicester
03/01/2023,Bournemouth,Man Utd
04/01/2023,Southampton,Nott'm Forest
04/01/2023,Leeds,West Ham
04/01/2023,Aston Villa,Wolves
04/01/2023,Crystal Palace,Spurs
04/01/2023,Nott'm Forest,Southampton
04/01/2023,West Ham,Leeds
04/01/2023,Wolves,Aston Villa
04/01/2023,Spurs,Crystal Palace
05/01/2023,Chelsea,Man City
05/01/2023,Man City,Chelsea
12/01/2023,Fulham,Chelsea
12/01/2023,Chelsea,Fulham
13/01/2023,Aston Villa,Leeds
13/01/2023,Leeds,Aston Villa
14/01/2023,Man Utd,Man City
14/01/2023,Brighton,Liverpool
14/01/2023,Everton,Southampton
14/01/2023,Nott'm Forest,Leicester
14/01/2023,Wolves,West Ham
14/01/2023,Brentford,Bournemouth
14/01/2023,Man City,Man Utd
14/01/2023,Liverpool,Brighton
14/01/2023,Southampton,Everton
14/01/2023,Leicester,Nott'm Forest
14/01/2023,West Ham,Wolves
14/01/2023,Bournemouth,Brentford
15/01/2023,Chelsea,Crystal Palace
15/01/2023,Newcastle,Fulham
15/01/2023,Spurs,Arsenal
15/01/2023,Crystal Palace,Chelsea
15/01/2023,Fulham,Newcastle
15/01/2023,Arsenal,Spurs
18/01/2023,Crystal Palace,Man Utd
18/01/2023,Man Utd,Crystal Palace
19/01/2023,Man City,Spurs
19/01/2023,Spurs,Man City
21/01/2023,Liverpool,Chelsea
21/01/2023,Bournemouth,Nott'm Forest
21/01/2023,Leicester,Brighton
21/01/2023,Southampton,Aston Villa
21/01/2023,West Ham,Everton
21/01/2023,Crystal Palace,Newcastle
21/01/2023,Chelsea,Liverpool
21/01/2023,Nott'm Forest,Bournemouth
21/01/2023,Brighton,Leicester
21/01/2023,Aston Villa,Southampton
21/01/2023,Everton,West Ham
21/01/2023,Newcastle,Crystal Palace
22/01/2023,Leeds,Brentford
22/01/2023,Man City,Wolves
22/01/2023,Arsenal,Man Utd
22/01/2023,Brentford,Leeds
22/01/2023,Wolves,Man City
22/01/2023,Man Utd,Arsenal
23/01/2023,Fulham,Spurs
23/01/2023,Spurs,Fulham
03/02/2023,Chelsea,Fulham
03/02/2023,Fulham,Chelsea
04/02/2023,Everton,Arsenal
04/02/2023,Aston Villa,Leicester
04/02/2023,Brentford,Southampton
04/02/2023,Brighton,Bournemouth
04/02/2023,Man Utd,Crystal Palace
04/02/2023,Wolves,Liverpool
04/02/2023,Newcastle,West Ham
04/02/2023,Arsenal,Everton
04/02/2023,Leicester,Aston Villa
04/02/2023,Southampton,Brentford
04/02/2023,Bournemouth,Brighton
04/02/2023,Crystal Palace,Man Utd
04/02/2023,Liverpool,Wolves
04/02/2023,West Ham,Newcastle
05/02/2023,Nott'm Forest,Leeds
05/02/2023,Spurs,Man City
05/02/2023,Leeds,Nott'm Forest
05/02/2023,Man City,Spurs
08/02/2023,Man Utd,Leeds
08/02/2023,Leeds,Man Utd
11/02/2023,West Ham,Chelsea
11/02/2023,Arsenal,Brentford
11/02/2023,Crystal Palace,Brighton
11/02/2023,Fulham,Nott'm Forest
11/02/2023,Leicester,Spurs
11/02/2023,Southampton,Wolves
11/02/2023,Bournemouth,Newcastle
11/02/2023,Chelsea,West Ham
11/02/2023,Brentford,Arsenal
11/02/2023,Brighton,Crystal Palace
11/02/2023,Nott'm Forest,Fulham
11/02/2023,Spurs,Leicester
11/02/2023,Wolves,Southampton
11/02/2023,Newcastle,Bournemouth
12/02/2023,Leeds,Man Utd
12/02/2023,Man City,Aston Villa
12/02/2023,Man Utd,Leeds
12/02/2023,Aston Villa,Man City
13/02/2023,Liverpool,Everton
13/02/2023,Everton,Liverpool
15/02/2023,Arsenal,Man City
15/02/2023,Man City,Arsenal
18/02/2023,Aston Villa,Arsenal
18/02/2023,Brentford,Crystal Palace
18/02/2023,Brighton,Fulham
18/02/2023,Chelsea,Southampton
18/02/2023,Everton,Leeds
18/02/2023,Nott'm Forest,Man City
18/02/2023,Wolves,Bournemouth
18/02/2023,Newcastle,Liverpool
18/02/2023,Arsenal,Aston Villa
18/02/2023,Crystal Palace,Brentford
18/02/2023,Fulham,Brighton
18/02/2023,Southampton,Chelsea
18/02/2023,Leeds,Everton
18/02/2023,Man City,Nott'm Forest
18/02/2023,Bournemouth,Wolves
18/02/2023,Liverpool,Newcastle
19/02/2023,Man Utd,Leicester
19/02/2023,Spurs,West Ham
19/02/2023,Leicester,Man Utd
19/02/2023,West Ham,Spurs
24/02/2023,Fulham,Wolves
24/02/2023,Wolves,Fulham
25/02/2023,Everton,Aston Villa
25/02/2023,Leeds,Southampton
25/02/2023,Leicester,Arsenal
25/02/2023,West Ham,Nott'm Forest
25/02/2023,Bournemouth,Man City
25/02/2023,Crystal Palace,Liverpool
25/02/2023,Aston Villa,Everton
25/02/2023,Southampton,Leeds
25/02/2023,Arsenal,Leicester
25/02/2023,Nott'm Forest,West Ham
25/02/2023,Man City,Bournemouth
25/02/2023,Liverpool,Crystal Palace
26/02/2023,Spurs,Chelsea
26/02/2023,Chelsea,Spurs
01/03/2023,Arsenal,Everton
01/03/2023,Liverpool,Wolves
01/03/2023,Everton,Arsenal
01/03/2023,Wolves,Liverpool
04/03/2023,Man City,Newcastle
04/03/2023,Arsenal,Bournemouth
04/03/2023,Aston Villa,Crystal Palace
04/03/2023,Brighton,West Ham
04/03/2023,Chelsea,Leeds
04/03/2023,Wolves,Spurs
04/03/2023,Southampton,Leicester
04/03/2023,Newcastle,Man City
04/03/2023,Bournemouth,Arsenal
04/03/2023,Crystal Palace,Aston Villa
04/03/2023,West Ham,Brighton
04/03/2023,Leeds,Chelsea
04/03/2023,Spurs,Wolves
04/03/2023,Leicester,Southampton
05/03/2023,Nott'm Forest,Everton
05/03/2023,Liverpool,Man Utd
05/03/2023,Everton,Nott'm Forest
05/03/2023,Man Utd,Liverpool
06/03/2023,Brentford,Fulham
06/03/2023,Fulham,Brentford
11/03/2023,Bournemouth,Liverpool
11/03/2023,Everton,Brentford
11/03/2023,Leeds,Brighton
11/03/2023,Leicester,Chelsea
11/03/2023,Spurs,Nott'm Forest
11/03/2023,Crystal Palace,Man City
11/03/2023,Liverpool,Bournemouth
11/03/2023,Brentford,Everton
11/03/2023,Brighton,Leeds
11/03/2023,Chelsea,Leicester
11/03/2023,Nott'm Forest,Spurs
11/03/2023,Man City,Crystal Palace
12/03/2023,Fulham,Arsenal
12/03/2023,Man Utd,Southampton
12/03/2023,West Ham,Aston Villa
12/03/2023,Newcastle,Wolves
12/03/2023,Arsenal,Fulham
12/03/2023,Southampton,Man Utd
12/03/2023,Aston Villa,West Ham
12/03/2023,Wolves,Newcastle
15/03/2023,Brighton,Crystal Palace
15/03/2023,Southampton,Brentford
15/03/2023,Crystal Palace,Brighton
15/03/2023,Brentford,Southampton
17/03/2023,Nott'm Forest,Newcastle
17/03/2023,Newcastle,Nott'm Forest
18/03/2023,Aston Villa,Bournemouth
18/03/2023,Brentford,Leicester
18/03/2023,Southampton,Spurs
18/03/2023,Wolves,Leeds
18/03/2023,Chelsea,Everton
18/03/2023,Bournemouth,Aston Villa
18/03/2023,Leicester,Brentford
18/03/2023,Spurs,Southampton
18/03/2023,Leeds,Wolves
18/03/2023,Everton,Chelsea
19/03/2023,Arsenal,Crystal Palace
19/03/2023,Crystal Palace,Arsenal
01/04/2023,Man City,Liverpool
01/04/2023,Arsenal,Leeds
01/04/2023,Bournemouth,Fulham
01/04/2023,Brighton,Brentford
01/04/2023,Crystal Palace,Leicester
01/04/2023,Nott'm Forest,Wolves
01/04/2023,Chelsea,Aston Villa
01/04/2023,Liverpool,Man City
01/04/2023,Leeds,Arsenal
01/04/2023,Fulham,Bournemouth
01/04/2023,Brentford,Brighton
01/04/2023,Leicester,Crystal Palace
01/04/2023,Wolves,Nott'm Forest
01/04/2023,Aston Villa,Chelsea
02/04/2023,West Ham,Southampton
02/04/2023,Newcastle,Man Utd
02/04/2023,Southampton,West Ham
02/04/2023,Man Utd,Newcastle
03/04/2023,Everton,Spurs
03/04/2023,Spurs,Everton
04/04/2023,Bournemouth,Brighton
04/04/2023,Leeds,Nott'm Forest
04/04/2023,Leicester,Aston Villa
04/04/2023,Chelsea,Liverpool
04/04/2023,Brighton,Bournemouth
04/04/2023,Nott'm Forest,Leeds
04/04/2023,Aston Villa,Leicester
04/04/2023,Liverpool,Chelsea
05/04/2023,Man Utd,Brentford
05/04/2023,West Ham,Newcastle
05/04/2023,Brentford,Man Utd
05/04/2023,Newcastle,West Ham
08/04/2023,Man Utd,Everton
08/04/2023,Aston Villa,Nott'm Forest
08/04/2023,Brentford,Newcastle
08/04/2023,Fulham,West Ham
08/04/2023,Leicester,Bournemouth
08/04/2023,Spurs,Brighton
08/04/2023,Wolves,Chelsea
08/04/2023,Southampton,Man City
08/04/2023,Everton,Man Utd
08/04/2023,Nott'm Forest,Aston Villa
08/04/2023,Newcastle,Brentford
08/04/2023,West Ham,Fulham
08/04/2023,Bournemouth,Leicester
08/04/2023,Brighton,Spurs
08/04/2023,Chelsea,Wolves
08/04/2023,Man City,Southampton
09/04/2023,Leeds,Crystal Palace
09/04/2023,Liverpool,Arsenal
09/04/2023,Crystal Palace,Leeds
09/04/2023,Arsenal,Liverpool
15/04/2023,Aston Villa,Newcastle
15/04/2023,Chelsea,Brighton
15/04/2023,Everton,Fulham
15/04/2023,Southampton,Crystal Palace
15/04/2023,Wolves,Brentford
15/04/2023,Spurs,Bournemouth
15/04/2023,Man City,Leicester
15/04/2023,Newcastle,Aston Villa
15/04/2023,Brighton,Chelsea
15/04/2023,Fulham,Everton
15/04/2023,Crystal Palace,Southampton
15/04/2023,Brentford,Wolves
15/04/2023,Bournemouth,Spurs
15/04/2023,Leicester,Man City
16/04/2023,West Ham,Arsenal
16/04/2023,Nott'm Forest,Man Utd
16/04/2023,Arsenal,West Ham
16/04/2023,Man Utd,Nott'm Forest
17/04/2023,Leeds,Liverpool
17/04/2023,Liverpool,Leeds
21/04/2023,Arsenal,Southampton
21/04/2023,Southampton,Arsenal
22/04/2023,Fulham,Leeds
22/04/2023,Brentford,Aston Villa
22/04/2023,Crystal Palace,Everton
22/04/2023,Leicester,Wolves
22/04/2023,Liverpool,Nott'm Forest
22/04/2023,Leeds,Fulham
22/04/2023,Aston Villa,Brentford
22/04/2023,Everton,Crystal Palace
22/04/2023,Wolves,Leicester
22/04/2023,Nott'm Forest,Liverpool
23/04/2023,Bournemouth,West Ham
23/04/2023,Newcastle,Spurs
23/04/2023,West Ham,Bournemouth
23/04/2023,Spurs,Newcastle
25/04/2023,Wolves,Crystal Palace
25/04/2023,Aston Villa,Fulham
25/04/2023,Leeds,Leicester
25/04/2023,Crystal Palace,Wolves
25/04/2023,Fulham,Aston Villa
25/04/2023,Leicester,Leeds
26/04/2023,Nott'm Forest,Brighton
26/04/2023,Chelsea,Brentford
26/04/2023,West Ham,Liverpool
26/04/2023,Man City,Arsenal
26/04/2023,Brighton,Nott'm Forest
26/04/2023,Brentford,Chelsea
26/04/2023,Liverpool,West Ham
26/04/2023,Arsenal,Man City
27/04/2023,Everton,Newcastle
27/04/2023,Southampton,Bournemouth
27/04/2023,Spurs,Man Utd
27/04/2023,Newcastle,Everton
27/04/2023,Bournemouth,Southampton
27/04/2023,Man Utd,Spurs
29/04/2023,Crystal Palace,West Ham
29/04/2023,Brentford,Nott'm Forest
29/04/2023,Brighton,Wolves
29/04/2023,West Ham,Crystal Palace
29/04/2023,Nott'm Forest,Brentford
29/04/2023,Wolves,Brighton
30/04/2023,Bournemouth,Leeds
30/04/2023,Fulham,Man City
30/04/2023,Man Utd,Aston Villa
30/04/2023,Newcastle,Southampton
30/04/2023,Liverpool,Spurs
30/04/2023,Leeds,Bournemouth
30/04/2023,Man City,Fulham
30/04/2023,Aston Villa,Man Utd
30/04/2023,Southampton,Newcastle
30/04/2023,Spurs,Liverpool
01/05/2023,Leicester,Everton
01/05/2023,Everton,Leicester
02/05/2023,Arsenal,Chelsea
02/05/2023,Chelsea,Arsenal
03/05/2023,Liverpool,Fulham
03/05/2023,Man City,West Ham
03/05/2023,Fulham,Liverpool
03/05/2023,West Ham,Man City
04/05/2023,Brighton,Man Utd
04/05/2023,Man Utd,Brighton
06/05/2023,Bournemouth,Chelsea
06/05/2023,Man City,Leeds
06/05/2023,Spurs,Crystal Palace
06/05/2023,Wolves,Aston Villa
06/05/2023,Liverpool,Brentford
06/05/2023,Chelsea,Bournemouth
06/05/2023,Leeds,Man City
06/05/2023,Crystal Palace,Spurs
06/05/2023,Aston Villa,Wolves
06/05/2023,Brentford,Liverpool
07/05/2023,Newcastle,Arsenal
07/05/2023,West Ham,Man Utd
07/05/2023,Arsenal,Newcastle
07/05/2023,Man Utd,West Ham
08/05/2023,Fulham,Leicester
08/05/2023,Brighton,Everton
08/05/2023,Nott'm Forest,Southampton
08/05/2023,Leicester,Fulham
08/05/2023,Everton,Brighton
08/05/2023,Southampton,Nott'm Forest
13/05/2023,Leeds,Newcastle
13/05/2023,Aston Villa,Spurs
13/05/2023,Chelsea,Nott'm Forest
13/05/2023,Crystal Palace,Bournemouth
13/05/2023,Man Utd,Wolves
13/05/2023,Southampton,Fulham
13/05/2023,Newcastle,Leeds
13/05/2023,Spurs,Aston Villa
13/05/2023,Nott'm Forest,Chelsea
13/05/2023,Bournemouth,Crystal Palace
13/05/2023,Wolves,Man Utd
13/05/2023,Fulham,Southampton
14/05/2023,Brentford,West Ham
14/05/2023,Everton,Man City
14/05/2023,Arsenal,Brighton
14/05/2023,West Ham,Brentford
14/05/2023,Man City,Everton
14/05/2023,Brighton,Arsenal
15/05/2023,Leicester,Liverpool
15/05/2023,Liverpool,Leicester
18/05/2023,Newcastle,Brighton
18/05/2023,Brighton,Newcastle
20/05/2023,Spurs,Brentford
20/05/2023,Bournemouth,Man Utd
20/05/2023,Fulham,Crystal Palace
20/05/2023,Liverpool,Aston Villa
20/05/2023,Wolves,Everton
20/05/2023,Nott'm Forest,Arsenal
20/05/2023,Brentford,Spurs
20/05/2023,Man Utd,Bournemouth
20/05/2023,Crystal Palace,Fulham
20/05/2023,Aston Villa,Liverpool
20/05/2023,Everton,Wolves
20/05/2023,Arsenal,Nott'm Forest
21/05/2023,West Ham,Leeds
21/05/2023,Brighton,Southampton
21/05/2023,Man City,Chelsea
21/05/2023,Leeds,West Ham
21/05/2023,Southampton,Brighton
21/05/2023,Chelsea,Man City
22/05/2023,Newcastle,Leicester
22/05/2023,Leicester,Newcastle
24/05/2023,Brighton,Man City
24/05/2023,Man City,Brighton
25/05/2023,Man Utd,Chelsea
25/05/2023,Chelsea,Man Utd
28/05/2023,Arsenal,Wolves
28/05/2023,Aston Villa,Brighton
28/05/2023,Brentford,Man City
28/05/2023,Chelsea,Newcastle
28/05/2023,Crystal Palace,Nott'm Forest
28/05/2023,Everton,Bournemouth
28/05/2023,Leeds,Spurs
28/05/2023,Leicester,West Ham
28/05/2023,Man Utd,Fulham
28/05/2023,Southampton,Liverpool
28/05/2023,Wolves,Arsenal
28/05/2023,Brighton,Aston Villa
28/05/2023,Man City,Brentford
28/05/2023,Newcastle,Chelsea
28/05/2023,Nott'm Forest,Crystal Palace
28/05/2023,Bournemouth,Everton
28/05/2023,Spurs,Leeds
28/05/2023,West Ham,Leicester
28/05/2023,Fulham,Man Utd
28/05/2023,Liverpool,Southampton
